sale_id,product_id,customer_id,sale_date,quantity_sold,selling_price,region,base_price,cost_price,price_difference,inventory_turnover,recommended_price,discount_flag
S0259,P007,C093,2024-02-22,5,2289.0,Faisalabad,2200.0,1400.0,89.0,0.06,2420.0,0
S0260,P005,C196,2024-03-16,4,3591.22,Faisalabad,3500.0,2200.0,91.22,0.05,3780.0,0
S0261,P005,C250,2025-09-30,5,3253.96,Lahore,3500.0,2200.0,-246.04,0.06,3850.0,1
S0262,P007,C094,2025-01-17,3,2286.81,Karachi,2200.0,1400.0,86.81,0.04,2332.0,0
S0263,P004,C011,2025-09-08,5,2500.87,Lahore,2500.0,1500.0,0.87,0.06,2750.0,0
S0264,P001,C133,2024-05-20,3,1100.99,Peshawar,1000.0,650.0,100.99,0.04,1060.0,0
S0265,P003,C239,2025-09-12,5,280.48,Faisalabad,300.0,120.0,-19.52,0.06,330.0,1
S0266,P006,C190,2024-06-15,4,1377.18,Islamabad,1200.0,750.0,177.18,0.05,1296.0,0
S0267,P010,C137,2024-12-10,5,1992.73,Peshawar,1800.0,1100.0,192.73,0.06,1980.0,0
S0268,P012,C005,2025-07-30,3,814.98,Islamabad,800.0,500.0,14.98,0.04,848.0,0
S0269,P006,C150,2025-11-20,1,1373.97,Islamabad,1200.0,750.0,173.97,0.01,1224.0,0
S0270,P012,C068,2025-12-05,1,839.38,Faisalabad,800.0,500.0,39.38,0.01,816.0,0
S0271,P010,C044,2024-08-21,1,1882.59,Faisalabad,1800.0,1100.0,82.59,0.01,1836.0,0
S0272,P011,C098,2026-01-08,5,1749.84,Karachi,1600.0,1000.0,149.84,0.06,1760.0,0
S0273,P011,C180,2024-09-05,1,1669.03,Lahore,1600.0,1000.0,69.03,0.01,1632.0,0
S0274,P004,C039,2024-01-20,4,2446.06,Peshawar,2500.0,1500.0,-53.94,0.05,2700.0,1
S0275,P012,C157,2024-07-27,4,820.36,Peshawar,800.0,500.0,20.36,0.05,864.0,0
S0276,P012,C133,2026-01-14,1,861.16,Karachi,800.0,500.0,61.16,0.01,816.0,0
S0277,P009,C081,2024-11-28,4,721.96,Karachi,700.0,450.0,21.96,0.05,756.0,0
S0278,P008,C174,2025-06-29,3,932.91,Islamabad,900.0,600.0,32.91,0.04,954.0,0
S0279,P010,C072,2025-05-10,2,2050.8,Faisalabad,1800.0,1100.0,250.8,0.03,1872.0,0
S0280,P005,C181,2024-08-18,3,3824.78,Karachi,3500.0,2200.0,324.78,0.04,3710.0,0
S0281,P012,C090,2025-12-22,4,783.41,Faisalabad,800.0,500.0,-16.59,0.05,864.0,1
S0282,P012,C174,2024-10-07,3,744.37,Faisalabad,800.0,500.0,-55.63,0.04,848.0,1
S0283,P007,C206,2025-02-08,3,2505.03,Karachi,2200.0,1400.0,305.03,0.04,2332.0,0
S0284,P005,C021,2024-02-13,3,3985.9,Islamabad,3500.0,2200.0,485.9,0.04,3710.0,0
S0285,P008,C055,2025-11-02,3,978.15,Karachi,900.0,600.0,78.15,0.04,954.0,0
S0286,P009,C036,2024-10-04,5,751.83,Lahore,700.0,450.0,51.83,0.06,770.0,0
S0287,P010,C013,2026-01-28,5,1727.68,Faisalabad,1800.0,1100.0,-72.32,0.06,1980.0,1
S0288,P004,C106,2025-10-15,2,2282.81,Islamabad,2500.0,1500.0,-217.19,0.03,2600.0,1
S0289,P012,C036,2025-04-28,1,856.24,Lahore,800.0,500.0,56.24,0.01,816.0,0
S0290,P009,C226,2024-06-10,4,744.26,Peshawar,700.0,450.0,44.26,0.05,756.0,0
S0291,P008,C074,2025-10-28,2,980.08,Islamabad,900.0,600.0,80.08,0.03,936.0,0
S0292,P005,C023,2025-10-23,1,3944.44,Faisalabad,3500.0,2200.0,444.44,0.01,3570.0,0
S0293,P004,C045,2025-07-01,1,2820.77,Peshawar,2500.0,1500.0,320.77,0.01,2550.0,0
S0294,P003,C048,2024-02-07,4,329.1,Islamabad,300.0,120.0,29.1,0.05,324.0,0
S0295,P001,C028,2024-01-10,3,1041.99,Islamabad,1000.0,650.0,41.99,0.04,1060.0,0
S0296,P005,C228,2025-04-10,5,3608.78,Karachi,3500.0,2200.0,108.78,0.06,3850.0,0
S0297,P009,C029,2025-04-24,3,663.74,Islamabad,700.0,450.0,-36.26,0.04,742.0,1
S0298,P003,C184,2026-01-18,4,318.62,Karachi,300.0,120.0,18.62,0.05,324.0,0
S0299,P001,C146,2026-01-24,3,1097.69,Karachi,1000.0,650.0,97.69,0.04,1060.0,0
S0300,P003,C132,2025-09-17,4,332.02,Islamabad,300.0,120.0,32.02,0.05,324.0,0
S0301,P002,C036,2025-02-14,1,1419.29,Peshawar,1500.0,950.0,-80.71,0.01,1530.0,1
S0302,P006,C061,2024-09-11,1,1158.24,Peshawar,1200.0,750.0,-41.76,0.01,1224.0,1
S0303,P005,C147,2024-12-03,3,3659.65,Lahore,3500.0,2200.0,159.65,0.04,3710.0,0
S0304,P005,C016,2025-10-31,3,3756.17,Lahore,3500.0,2200.0,256.17,0.04,3710.0,0
S0305,P008,C129,2024-11-10,2,901.22,Islamabad,900.0,600.0,1.22,0.03,936.0,0
S0306,P012,C057,2024-04-30,3,793.51,Karachi,800.0,500.0,-6.49,0.04,848.0,1
S0307,P003,C156,2025-05-04,2,304.12,Islamabad,300.0,120.0,4.12,0.03,312.0,0
S0308,P007,C194,2025-12-19,5,2482.04,Faisalabad,2200.0,1400.0,282.04,0.06,2420.0,0
S0309,P011,C153,2024-08-11,2,1712.14,Lahore,1600.0,1000.0,112.14,0.03,1664.0,0
S0310,P009,C020,2025-04-02,5,753.16,Faisalabad,700.0,450.0,53.16,0.06,770.0,0
S0311,P002,C052,2024-03-04,5,1688.58,Faisalabad,1500.0,950.0,188.58,0.06,1650.0,0
S0312,P009,C134,2024-06-02,2,687.42,Peshawar,700.0,450.0,-12.58,0.03,728.0,1
S0313,P002,C126,2025-11-27,2,1618.84,Lahore,1500.0,950.0,118.84,0.03,1560.0,0
S0314,P009,C132,2025-04-01,1,709.35,Peshawar,700.0,450.0,9.35,0.01,714.0,0
S0315,P008,C173,2025-07-31,1,935.73,Islamabad,900.0,600.0,35.73,0.01,918.0,0
S0316,P012,C001,2024-01-23,4,770.89,Karachi,800.0,500.0,-29.11,0.05,864.0,1
S0317,P010,C180,2024-03-15,1,1810.66,Lahore,1800.0,1100.0,10.66,0.01,1836.0,0
S0318,P009,C121,2024-03-02,1,802.57,Lahore,700.0,450.0,102.57,0.01,714.0,0
S0319,P005,C197,2025-02-22,2,3822.85,Peshawar,3500.0,2200.0,322.85,0.03,3640.0,0
S0320,P006,C233,2025-01-26,4,1340.89,Peshawar,1200.0,750.0,140.89,0.05,1296.0,0
S0321,P007,C221,2024-03-23,5,2053.14,Islamabad,2200.0,1400.0,-146.86,0.06,2420.0,1
S0322,P002,C033,2024-07-01,5,1497.4,Karachi,1500.0,950.0,-2.6,0.06,1650.0,1
S0323,P001,C119,2026-02-13,1,1144.62,Faisalabad,1000.0,650.0,144.62,0.01,1020.0,0
S0324,P007,C064,2025-06-28,4,2432.85,Peshawar,2200.0,1400.0,232.85,0.05,2376.0,0
S0325,P006,C225,2024-06-07,3,1136.54,Lahore,1200.0,750.0,-63.46,0.04,1272.0,1
S0326,P001,C240,2025-11-07,4,1053.73,Lahore,1000.0,650.0,53.73,0.05,1080.0,0
S0327,P004,C009,2024-07-30,1,2313.06,Peshawar,2500.0,1500.0,-186.94,0.01,2550.0,1
S0328,P010,C012,2025-11-19,1,1730.13,Peshawar,1800.0,1100.0,-69.87,0.01,1836.0,1
S0329,P008,C222,2024-08-27,5,858.89,Lahore,900.0,600.0,-41.11,0.06,990.0,1
S0330,P003,C235,2025-05-30,3,287.56,Faisalabad,300.0,120.0,-12.44,0.04,318.0,1
S0331,P006,C210,2025-08-14,5,1311.76,Islamabad,1200.0,750.0,111.76,0.06,1320.0,0
S0332,P004,C134,2024-11-05,2,2866.06,Karachi,2500.0,1500.0,366.06,0.03,2600.0,0
S0333,P007,C243,2024-11-03,3,2013.53,Faisalabad,2200.0,1400.0,-186.47,0.04,2332.0,1
S0334,P012,C013,2024-06-28,4,831.17,Islamabad,800.0,500.0,31.17,0.05,864.0,0
S0335,P011,C082,2025-11-18,4,1754.32,Peshawar,1600.0,1000.0,154.32,0.05,1728.0,0
S0336,P007,C194,2024-06-01,3,2187.05,Faisalabad,2200.0,1400.0,-12.95,0.04,2332.0,1
S0337,P008,C182,2024-09-03,2,877.67,Karachi,900.0,600.0,-22.33,0.03,936.0,1
S0338,P008,C107,2024-02-29,5,902.85,Faisalabad,900.0,600.0,2.85,0.06,990.0,0
S0339,P009,C053,2024-05-17,4,672.5,Islamabad,700.0,450.0,-27.5,0.05,756.0,1
S0340,P011,C024,2024-03-21,4,1778.85,Faisalabad,1600.0,1000.0,178.85,0.05,1728.0,0
S0341,P012,C173,2024-07-14,1,773.69,Faisalabad,800.0,500.0,-26.31,0.01,816.0,1
S0342,P010,C195,2024-02-10,1,1704.67,Faisalabad,1800.0,1100.0,-95.33,0.01,1836.0,1
S0343,P012,C054,2025-11-18,5,763.4,Islamabad,800.0,500.0,-36.6,0.06,880.0,1
S0344,P005,C247,2024-01-16,2,3970.01,Lahore,3500.0,2200.0,470.01,0.03,3640.0,0
S0345,P012,C179,2026-02-11,4,902.89,Faisalabad,800.0,500.0,102.89,0.05,864.0,0
S0346,P012,C142,2024-07-28,4,903.03,Islamabad,800.0,500.0,103.03,0.05,864.0,0
S0347,P005,C092,2025-01-24,4,3616.94,Islamabad,3500.0,2200.0,116.94,0.05,3780.0,0
S0348,P005,C120,2025-01-03,5,3922.46,Lahore,3500.0,2200.0,422.46,0.06,3850.0,0
S0349,P012,C095,2025-04-25,3,902.87,Islamabad,800.0,500.0,102.87,0.04,848.0,0
S0350,P007,C190,2024-02-16,5,2455.25,Karachi,2200.0,1400.0,255.25,0.06,2420.0,0
S0351,P001,C149,2024-09-24,5,1133.69,Peshawar,1000.0,650.0,133.69,0.06,1100.0,0
S0352,P005,C098,2024-06-05,2,3438.63,Faisalabad,3500.0,2200.0,-61.37,0.03,3640.0,1
S0353,P004,C176,2025-05-26,5,2659.13,Islamabad,2500.0,1500.0,159.13,0.06,2750.0,0
S0354,P005,C165,2026-02-20,4,3995.69,Peshawar,3500.0,2200.0,495.69,0.05,3780.0,0
S0355,P008,C185,2024-06-21,3,848.08,Faisalabad,900.0,600.0,-51.92,0.04,954.0,1
S0356,P008,C246,2024-07-07,5,1032.82,Lahore,900.0,600.0,132.82,0.06,990.0,0
S0357,P009,C172,2024-02-04,1,795.41,Lahore,700.0,450.0,95.41,0.01,714.0,0
S0358,P001,C060,2025-02-26,2,1110.64,Lahore,1000.0,650.0,110.64,0.03,1040.0,0
S0359,P012,C117,2024-06-03,1,763.74,Islamabad,800.0,500.0,-36.26,0.01,816.0,1
S0360,P001,C169,2025-09-24,5,1128.19,Peshawar,1000.0,650.0,128.19,0.06,1100.0,0
S0361,P001,C004,2024-01-07,5,1037.91,Lahore,1000.0,650.0,37.91,0.06,1100.0,0
S0362,P009,C074,2026-01-09,3,723.75,Lahore,700.0,450.0,23.75,0.04,742.0,0
S0363,P009,C233,2025-12-15,4,771.08,Karachi,700.0,450.0,71.08,0.05,756.0,0
S0364,P002,C050,2024-04-08,5,1405.84,Faisalabad,1500.0,950.0,-94.16,0.06,1650.0,1
S0365,P009,C102,2024-09-15,3,676.78,Lahore,700.0,450.0,-23.22,0.04,742.0,1
S0366,P006,C179,2025-02-19,4,1249.5,Karachi,1200.0,750.0,49.5,0.05,1296.0,0
S0367,P005,C220,2025-12-01,1,3722.02,Lahore,3500.0,2200.0,222.02,0.01,3570.0,0
S0368,P002,C122,2025-02-19,4,1491.44,Lahore,1500.0,950.0,-8.56,0.05,1620.0,1
S0369,P011,C217,2024-01-10,2,1473.07,Peshawar,1600.0,1000.0,-126.93,0.03,1664.0,1
S0370,P011,C250,2024-12-05,5,1830.93,Lahore,1600.0,1000.0,230.93,0.06,1760.0,0
S0371,P009,C223,2024-02-13,2,667.0,Faisalabad,700.0,450.0,-33.0,0.03,728.0,1
S0372,P008,C176,2024-10-04,1,1017.94,Islamabad,900.0,600.0,117.94,0.01,918.0,0
S0373,P009,C218,2025-07-31,1,661.39,Islamabad,700.0,450.0,-38.61,0.01,714.0,1
S0374,P001,C211,2024-07-31,5,936.05,Peshawar,1000.0,650.0,-63.95,0.06,1100.0,1
S0375,P002,C146,2024-11-02,2,1561.48,Peshawar,1500.0,950.0,61.48,0.03,1560.0,0
S0376,P011,C190,2025-07-07,3,1593.54,Karachi,1600.0,1000.0,-6.46,0.04,1696.0,1
S0377,P012,C250,2026-01-11,1,820.16,Islamabad,800.0,500.0,20.16,0.01,816.0,0
S0378,P001,C020,2024-04-10,4,958.04,Islamabad,1000.0,650.0,-41.96,0.05,1080.0,1
S0379,P010,C102,2026-02-26,5,2049.69,Islamabad,1800.0,1100.0,249.69,0.06,1980.0,0
S0380,P001,C116,2025-10-11,3,1095.89,Peshawar,1000.0,650.0,95.89,0.04,1060.0,0
S0381,P004,C111,2024-12-30,5,2838.21,Karachi,2500.0,1500.0,338.21,0.06,2750.0,0
S0382,P011,C159,2025-08-22,4,1474.28,Islamabad,1600.0,1000.0,-125.72,0.05,1728.0,1
S0383,P004,C040,2025-12-31,1,2301.27,Peshawar,2500.0,1500.0,-198.73,0.01,2550.0,1
S0384,P012,C082,2025-10-11,2,867.93,Islamabad,800.0,500.0,67.93,0.03,832.0,0
S0385,P002,C114,2024-04-03,1,1703.61,Islamabad,1500.0,950.0,203.61,0.01,1530.0,0
S0386,P005,C111,2024-04-14,2,3226.39,Peshawar,3500.0,2200.0,-273.61,0.03,3640.0,1
S0387,P009,C007,2025-07-22,5,701.41,Lahore,700.0,450.0,1.41,0.06,770.0,0
S0388,P006,C201,2025-07-21,1,1259.08,Islamabad,1200.0,750.0,59.08,0.01,1224.0,0
S0389,P007,C200,2024-01-13,3,2207.6,Lahore,2200.0,1400.0,7.6,0.04,2332.0,0
S0390,P012,C044,2025-07-26,2,834.39,Peshawar,800.0,500.0,34.39,0.03,832.0,0
S0391,P003,C127,2024-05-22,3,292.58,Karachi,300.0,120.0,-7.42,0.04,318.0,1
S0392,P002,C077,2024-06-20,4,1453.49,Peshawar,1500.0,950.0,-46.51,0.05,1620.0,1
S0393,P002,C185,2025-01-04,3,1704.08,Peshawar,1500.0,950.0,204.08,0.04,1590.0,0
S0394,P010,C035,2025-09-23,2,1826.04,Islamabad,1800.0,1100.0,26.04,0.03,1872.0,0
S0395,P001,C098,2025-02-09,3,1110.4,Islamabad,1000.0,650.0,110.4,0.04,1060.0,0
S0396,P008,C221,2024-12-08,4,993.48,Faisalabad,900.0,600.0,93.48,0.05,972.0,0
S0397,P003,C178,2024-11-03,3,315.24,Karachi,300.0,120.0,15.24,0.04,318.0,0
S0398,P008,C248,2024-11-17,2,1027.03,Islamabad,900.0,600.0,127.03,0.03,936.0,0
S0399,P005,C201,2026-01-22,4,3996.79,Karachi,3500.0,2200.0,496.79,0.05,3780.0,0
S0400,P006,C101,2025-01-20,3,1324.95,Islamabad,1200.0,750.0,124.95,0.04,1272.0,0
S0401,P002,C140,2025-07-31,2,1572.09,Karachi,1500.0,950.0,72.09,0.03,1560.0,0
S0402,P011,C187,2026-02-25,5,1450.77,Peshawar,1600.0,1000.0,-149.23,0.06,1760.0,1
S0403,P012,C213,2024-08-02,4,879.54,Lahore,800.0,500.0,79.54,0.05,864.0,0
S0404,P007,C078,2025-11-20,4,2056.55,Karachi,2200.0,1400.0,-143.45,0.05,2376.0,1
S0405,P005,C203,2025-11-05,2,3775.83,Peshawar,3500.0,2200.0,275.83,0.03,3640.0,0
S0406,P002,C103,2025-04-04,5,1529.71,Faisalabad,1500.0,950.0,29.71,0.06,1650.0,0
S0407,P009,C203,2025-12-09,4,725.14,Islamabad,700.0,450.0,25.14,0.05,756.0,0
S0408,P012,C022,2025-07-03,5,847.64,Lahore,800.0,500.0,47.64,0.06,880.0,0
S0409,P004,C157,2025-11-04,3,2353.96,Lahore,2500.0,1500.0,-146.04,0.04,2650.0,1
S0410,P010,C085,2025-10-22,4,2055.07,Peshawar,1800.0,1100.0,255.07,0.05,1944.0,0
S0411,P002,C131,2024-01-11,1,1447.03,Faisalabad,1500.0,950.0,-52.97,0.01,1530.0,1
S0412,P009,C096,2025-08-17,5,668.68,Peshawar,700.0,450.0,-31.32,0.06,770.0,1
S0413,P008,C039,2026-03-01,5,965.35,Islamabad,900.0,600.0,65.35,0.06,990.0,0
S0414,P001,C236,2025-05-09,1,973.86,Lahore,1000.0,650.0,-26.14,0.01,1020.0,1
S0415,P002,C088,2026-01-17,2,1480.62,Peshawar,1500.0,950.0,-19.38,0.03,1560.0,1
S0416,P004,C025,2025-06-17,4,2467.69,Peshawar,2500.0,1500.0,-32.31,0.05,2700.0,1
S0417,P012,C077,2025-12-14,4,783.78,Lahore,800.0,500.0,-16.22,0.05,864.0,1
S0418,P012,C166,2024-04-27,1,889.84,Lahore,800.0,500.0,89.84,0.01,816.0,0
S0419,P011,C142,2024-06-17,2,1646.4,Karachi,1600.0,1000.0,46.4,0.03,1664.0,0
S0420,P006,C060,2025-07-27,4,1367.54,Peshawar,1200.0,750.0,167.54,0.05,1296.0,0
S0421,P011,C111,2024-07-07,2,1696.19,Peshawar,1600.0,1000.0,96.19,0.03,1664.0,0
S0422,P001,C116,2026-01-25,5,1120.77,Faisalabad,1000.0,650.0,120.77,0.06,1100.0,0
S0423,P007,C053,2025-02-02,1,2367.6,Islamabad,2200.0,1400.0,167.6,0.01,2244.0,0
S0424,P012,C224,2024-03-05,5,740.35,Faisalabad,800.0,500.0,-59.65,0.06,880.0,1
S0425,P003,C030,2025-01-09,3,284.78,Islamabad,300.0,120.0,-15.22,0.04,318.0,1
S0426,P011,C081,2025-05-16,5,1826.37,Faisalabad,1600.0,1000.0,226.37,0.06,1760.0,0
S0427,P007,C090,2025-09-17,4,2302.85,Islamabad,2200.0,1400.0,102.85,0.05,2376.0,0
S0428,P008,C181,2025-09-24,2,993.09,Islamabad,900.0,600.0,93.09,0.03,936.0,0
S0429,P010,C081,2025-08-27,1,1922.45,Lahore,1800.0,1100.0,122.45,0.01,1836.0,0
S0430,P004,C178,2024-11-08,1,2364.4,Karachi,2500.0,1500.0,-135.6,0.01,2550.0,1
S0431,P009,C148,2025-02-01,4,734.37,Peshawar,700.0,450.0,34.37,0.05,756.0,0
S0432,P007,C178,2024-07-09,4,2329.53,Karachi,2200.0,1400.0,129.53,0.05,2376.0,0
S0433,P009,C048,2024-06-19,4,680.55,Islamabad,700.0,450.0,-19.45,0.05,756.0,1
S0434,P008,C244,2025-09-26,1,1004.74,Lahore,900.0,600.0,104.74,0.01,918.0,0
S0435,P008,C247,2024-05-19,2,993.42,Faisalabad,900.0,600.0,93.42,0.03,936.0,0
S0436,P009,C126,2025-10-30,4,701.6,Peshawar,700.0,450.0,1.6,0.05,756.0,0
S0437,P012,C145,2025-03-30,4,753.45,Lahore,800.0,500.0,-46.55,0.05,864.0,1
S0438,P004,C138,2024-10-26,1,2421.78,Islamabad,2500.0,1500.0,-78.22,0.01,2550.0,1
S0439,P003,C198,2026-03-10,4,312.42,Peshawar,300.0,120.0,12.42,0.05,324.0,0
S0440,P009,C069,2025-06-07,1,730.22,Faisalabad,700.0,450.0,30.22,0.01,714.0,0
S0441,P006,C113,2025-07-09,1,1308.0,Faisalabad,1200.0,750.0,108.0,0.01,1224.0,0
S0442,P004,C168,2025-03-11,1,2709.99,Karachi,2500.0,1500.0,209.99,0.01,2550.0,0
S0443,P005,C221,2024-02-03,4,3379.96,Lahore,3500.0,2200.0,-120.04,0.05,3780.0,1
S0444,P008,C189,2024-04-30,2,857.22,Faisalabad,900.0,600.0,-42.78,0.03,936.0,1
S0445,P012,C043,2024-12-25,5,846.55,Faisalabad,800.0,500.0,46.55,0.06,880.0,0
S0446,P003,C146,2024-07-30,2,330.41,Islamabad,300.0,120.0,30.41,0.03,312.0,0
S0447,P009,C083,2024-10-14,5,724.28,Islamabad,700.0,450.0,24.28,0.06,770.0,0
S0448,P005,C132,2025-08-09,3,3983.35,Lahore,3500.0,2200.0,483.35,0.04,3710.0,0
S0449,P003,C071,2026-02-07,4,338.91,Karachi,300.0,120.0,38.91,0.05,324.0,0
S0450,P012,C083,2024-05-15,2,749.25,Karachi,800.0,500.0,-50.75,0.03,832.0,1
S0451,P011,C162,2025-02-06,4,1496.87,Islamabad,1600.0,1000.0,-103.13,0.05,1728.0,1
S0452,P011,C163,2025-02-28,4,1620.8,Lahore,1600.0,1000.0,20.8,0.05,1728.0,0
S0453,P007,C225,2025-06-11,3,2362.09,Islamabad,2200.0,1400.0,162.09,0.04,2332.0,0
S0454,P008,C223,2025-05-14,3,940.94,Lahore,900.0,600.0,40.94,0.04,954.0,0
S0455,P012,C204,2025-04-14,3,890.02,Faisalabad,800.0,500.0,90.02,0.04,848.0,0
S0456,P007,C127,2024-08-11,4,2433.67,Islamabad,2200.0,1400.0,233.67,0.05,2376.0,0
S0457,P006,C034,2024-10-17,3,1244.19,Faisalabad,1200.0,750.0,44.19,0.04,1272.0,0
S0458,P008,C161,2024-12-17,1,820.34,Peshawar,900.0,600.0,-79.66,0.01,918.0,1
S0459,P001,C001,2024-05-07,2,1010.32,Peshawar,1000.0,650.0,10.32,0.03,1040.0,0
S0460,P004,C078,2025-12-06,2,2801.34,Karachi,2500.0,1500.0,301.34,0.03,2600.0,0
S0461,P005,C096,2024-04-05,3,3369.09,Karachi,3500.0,2200.0,-130.91,0.04,3710.0,1
S0462,P001,C194,2025-02-09,3,1081.5,Karachi,1000.0,650.0,81.5,0.04,1060.0,0
S0463,P007,C001,2025-11-02,1,2367.03,Karachi,2200.0,1400.0,167.03,0.01,2244.0,0
S0464,P008,C133,2024-03-20,2,943.58,Peshawar,900.0,600.0,43.58,0.03,936.0,0
S0465,P001,C221,2024-01-09,3,1104.28,Peshawar,1000.0,650.0,104.28,0.04,1060.0,0
S0466,P012,C099,2024-05-15,4,734.17,Lahore,800.0,500.0,-65.83,0.05,864.0,1
S0467,P012,C226,2024-04-14,1,782.67,Islamabad,800.0,500.0,-17.33,0.01,816.0,1
S0468,P003,C174,2025-01-26,2,318.12,Karachi,300.0,120.0,18.12,0.03,312.0,0
S0469,P002,C167,2025-06-27,5,1353.18,Karachi,1500.0,950.0,-146.82,0.06,1650.0,1
S0470,P008,C039,2024-12-25,2,951.32,Peshawar,900.0,600.0,51.32,0.03,936.0,0
S0471,P010,C023,2025-12-04,4,2006.98,Lahore,1800.0,1100.0,206.98,0.05,1944.0,0
S0472,P003,C099,2026-02-09,1,314.22,Islamabad,300.0,120.0,14.22,0.01,306.0,0
S0473,P007,C166,2024-11-18,2,2116.28,Lahore,2200.0,1400.0,-83.72,0.03,2288.0,1
S0474,P004,C156,2025-07-20,5,2625.0,Islamabad,2500.0,1500.0,125.0,0.06,2750.0,0
S0475,P012,C156,2024-01-28,3,761.09,Faisalabad,800.0,500.0,-38.91,0.04,848.0,1
S0476,P004,C014,2026-02-04,4,2434.71,Karachi,2500.0,1500.0,-65.29,0.05,2700.0,1
S0477,P008,C164,2025-01-30,1,864.24,Faisalabad,900.0,600.0,-35.76,0.01,918.0,1
S0478,P002,C240,2025-06-24,1,1720.08,Islamabad,1500.0,950.0,220.08,0.01,1530.0,0
S0479,P003,C140,2025-01-31,5,301.56,Karachi,300.0,120.0,1.56,0.06,330.0,0
S0480,P008,C018,2026-02-27,1,813.76,Lahore,900.0,600.0,-86.24,0.01,918.0,1
S0481,P005,C243,2024-08-08,1,3957.26,Peshawar,3500.0,2200.0,457.26,0.01,3570.0,0
S0482,P009,C109,2024-10-20,5,764.24,Peshawar,700.0,450.0,64.24,0.06,770.0,0
S0483,P002,C040,2025-10-17,5,1551.62,Islamabad,1500.0,950.0,51.62,0.06,1650.0,0
S0484,P002,C053,2024-11-13,1,1541.74,Karachi,1500.0,950.0,41.74,0.01,1530.0,0
S0485,P009,C196,2024-11-30,4,732.63,Lahore,700.0,450.0,32.63,0.05,756.0,0
S0486,P005,C217,2025-12-16,4,3788.71,Karachi,3500.0,2200.0,288.71,0.05,3780.0,0
S0487,P001,C030,2024-09-07,1,1131.16,Peshawar,1000.0,650.0,131.16,0.01,1020.0,0
S0488,P010,C190,2025-09-15,1,1759.18,Karachi,1800.0,1100.0,-40.82,0.01,1836.0,1
S0489,P002,C042,2024-01-13,2,1613.06,Peshawar,1500.0,950.0,113.06,0.03,1560.0,0
S0490,P006,C185,2025-06-19,5,1314.9,Islamabad,1200.0,750.0,114.9,0.06,1320.0,0
S0491,P003,C224,2025-01-15,2,326.23,Islamabad,300.0,120.0,26.23,0.03,312.0,0
S0492,P012,C110,2024-04-30,1,787.0,Islamabad,800.0,500.0,-13.0,0.01,816.0,1
S0493,P009,C148,2024-03-06,3,754.66,Lahore,700.0,450.0,54.66,0.04,742.0,0
S0494,P008,C128,2025-04-11,5,891.03,Faisalabad,900.0,600.0,-8.97,0.06,990.0,1
S0495,P003,C027,2025-01-11,2,289.13,Faisalabad,300.0,120.0,-10.87,0.03,312.0,1
S0496,P011,C131,2026-01-10,1,1531.36,Lahore,1600.0,1000.0,-68.64,0.01,1632.0,1
S0497,P001,C094,2024-01-13,2,911.5,Peshawar,1000.0,650.0,-88.5,0.03,1040.0,1
S0498,P003,C234,2024-07-02,1,311.46,Peshawar,300.0,120.0,11.46,0.01,306.0,0
S0499,P004,C185,2024-11-25,2,2510.16,Islamabad,2500.0,1500.0,10.16,0.03,2600.0,0
S0500,P005,C129,2024-03-20,5,3476.21,Lahore,3500.0,2200.0,-23.79,0.06,3850.0,1
S0501,P003,C245,2024-08-16,5,343.61,Peshawar,300.0,120.0,43.61,0.06,330.0,0
S0502,P002,C080,2025-04-21,3,1640.07,Islamabad,1500.0,950.0,140.07,0.04,1590.0,0
S0503,P002,C052,2025-07-20,4,1352.99,Islamabad,1500.0,950.0,-147.01,0.05,1620.0,1
S0504,P010,C095,2024-11-07,5,1729.16,Faisalabad,1800.0,1100.0,-70.84,0.06,1980.0,1
S0505,P008,C140,2026-03-02,2,974.8,Karachi,900.0,600.0,74.8,0.03,936.0,0
S0506,P003,C139,2024-01-07,4,271.79,Islamabad,300.0,120.0,-28.21,0.05,324.0,1
S0507,P011,C001,2025-12-11,1,1820.4,Peshawar,1600.0,1000.0,220.4,0.01,1632.0,0
S0508,P012,C136,2026-01-14,3,740.79,Karachi,800.0,500.0,-59.21,0.04,848.0,1
S0509,P007,C037,2025-05-18,1,2514.91,Islamabad,2200.0,1400.0,314.91,0.01,2244.0,0
S0510,P002,C134,2024-02-14,2,1686.48,Peshawar,1500.0,950.0,186.48,0.03,1560.0,0
S0511,P012,C022,2025-01-16,4,914.91,Faisalabad,800.0,500.0,114.91,0.05,864.0,0
S0512,P002,C101,2025-06-01,2,1588.96,Lahore,1500.0,950.0,88.96,0.03,1560.0,0
S0513,P010,C247,2025-08-04,1,1815.74,Karachi,1800.0,1100.0,15.74,0.01,1836.0,0
S0514,P004,C238,2024-10-25,3,2781.82,Peshawar,2500.0,1500.0,281.82,0.04,2650.0,0
S0515,P012,C070,2026-01-23,3,783.61,Karachi,800.0,500.0,-16.39,0.04,848.0,1
S0516,P002,C150,2024-07-26,2,1642.48,Lahore,1500.0,950.0,142.48,0.03,1560.0,0
S0517,P003,C081,2024-04-18,2,303.72,Peshawar,300.0,120.0,3.72,0.03,312.0,0
S0518,P002,C054,2025-07-02,3,1711.74,Peshawar,1500.0,950.0,211.74,0.04,1590.0,0
S0519,P005,C024,2025-04-19,3,3895.92,Karachi,3500.0,2200.0,395.92,0.04,3710.0,0
