sale_id,product_id,customer_id,sale_date,quantity_sold,selling_price,region
S0473,P007,C166,2024-11-18,2,2116.28,Lahore
S0474,P004,C156,2025-07-20,5,2625.0,Islamabad
S0475,P012,C156,2024-01-28,3,761.09,Faisalabad
S0476,P004,C014,2026-02-04,4,2434.71,Karachi
S0477,P008,C164,2025-01-30,1,864.24,Faisalabad
S0478,P002,C240,2025-06-24,1,1720.08,Islamabad
S0479,P003,C140,2025-01-31,5,301.56,Karachi
S0480,P008,C018,2026-02-27,1,813.76,Lahore
S0481,P005,C243,2024-08-08,1,3957.26,Peshawar
S0482,P009,C109,2024-10-20,5,764.24,Peshawar
S0483,P002,C040,2025-10-17,5,1551.62,Islamabad
S0484,P002,C053,2024-11-13,1,1541.74,Karachi
S0485,P009,C196,2024-11-30,4,732.63,Lahore
S0486,P005,C217,2025-12-16,4,3788.71,Karachi
S0487,P001,C030,2024-09-07,1,1131.16,Peshawar
S0488,P010,C190,2025-09-15,1,1759.18,Karachi
S0489,P002,C042,2024-01-13,2,1613.06,Peshawar
S0490,P006,C185,2025-06-19,5,1314.9,Islamabad
S0491,P003,C224,2025-01-15,2,326.23,Islamabad
S0492,P012,C110,2024-04-30,1,787.0,Islamabad
S0493,P009,C148,2024-03-06,3,754.66,Lahore
S0494,P008,C128,2025-04-11,5,891.03,Faisalabad
S0495,P003,C027,2025-01-11,2,289.13,Faisalabad
S0496,P011,C131,2026-01-10,1,1531.36,Lahore
S0497,P001,C094,2024-01-13,2,911.5,Peshawar
S0498,P003,C234,2024-07-02,1,311.46,Peshawar
S0499,P004,C185,2024-11-25,2,2510.16,Islamabad
S0500,P005,C129,2024-03-20,5,3476.21,Lahore
S0501,P003,C245,2024-08-16,5,343.61,Peshawar
S0502,P002,C080,2025-04-21,3,1640.07,Islamabad
S0503,P002,C052,2025-07-20,4,1352.99,Islamabad
S0504,P010,C095,2024-11-07,5,1729.16,Faisalabad
S0505,P008,C140,2026-03-02,2,974.8,Karachi
S0506,P003,C139,2024-01-07,4,271.79,Islamabad
S0507,P011,C001,2025-12-11,1,1820.4,Peshawar
S0508,P012,C136,2026-01-14,3,740.79,Karachi
S0509,P007,C037,2025-05-18,1,2514.91,Islamabad
S0510,P002,C134,2024-02-14,2,1686.48,Peshawar
S0511,P012,C022,2025-01-16,4,914.91,Faisalabad
S0512,P002,C101,2025-06-01,2,1588.96,Lahore
S0513,P010,C247,2025-08-04,1,1815.74,Karachi
S0514,P004,C238,2024-10-25,3,2781.82,Peshawar
S0515,P012,C070,2026-01-23,3,783.61,Karachi
S0516,P002,C150,2024-07-26,2,1642.48,Lahore
S0517,P003,C081,2024-04-18,2,303.72,Peshawar
S0518,P002,C054,2025-07-02,3,1711.74,Peshawar
S0519,P005,C024,2025-04-19,3,3895.92,Karachi
S0520,P011,C214,2024-11-07,5,1456.13,Islamabad
S0521,P003,C102,2024-04-03,2,342.63,Faisalabad
S0522,P001,C045,2025-11-24,3,965.04,Lahore
S0523,P007,C064,2025-04-08,5,2391.44,Lahore
S0524,P008,C016,2024-04-14,2,837.33,Karachi
S0525,P003,C162,2024-07-21,4,297.92,Lahore
S0526,P010,C020,2025-08-23,3,2032.84,Lahore
S0527,P002,C024,2024-07-21,4,1653.49,Islamabad
S0528,P002,C237,2024-02-13,4,1368.99,Faisalabad
S0529,P007,C098,2026-01-11,4,2252.87,Peshawar
S0530,P003,C071,2024-12-28,2,338.12,Islamabad
S0531,P008,C158,2024-06-01,1,948.17,Karachi
S0532,P011,C141,2024-10-29,4,1604.8,Peshawar
S0533,P001,C108,2024-03-30,3,995.75,Karachi
S0534,P011,C206,2025-06-22,2,1692.3,Faisalabad
S0535,P001,C201,2025-01-26,3,1019.92,Peshawar
S0536,P006,C070,2025-08-02,5,1176.48,Karachi
S0537,P001,C230,2024-11-22,5,954.76,Islamabad
S0538,P001,C150,2025-04-28,5,989.36,Karachi
S0539,P003,C069,2024-04-12,2,319.26,Faisalabad
S0540,P012,C205,2024-02-27,2,835.14,Peshawar
S0541,P006,C082,2024-06-26,2,1150.97,Islamabad
S0542,P010,C145,2024-01-29,3,2046.4,Karachi
S0543,P010,C045,2024-07-11,4,1863.96,Peshawar
S0544,P001,C057,2024-04-02,1,958.16,Lahore
S0545,P009,C158,2025-05-04,1,688.05,Karachi
S0546,P003,C217,2024-12-14,2,338.91,Islamabad
S0547,P001,C235,2024-01-23,2,1046.65,Karachi
S0548,P002,C096,2025-06-22,3,1710.21,Peshawar
S0549,P010,C035,2024-04-13,3,1755.79,Karachi
S0550,P012,C045,2025-03-23,4,849.84,Faisalabad
S0551,P012,C151,2025-09-20,3,764.65,Karachi
S0552,P007,C187,2024-11-10,3,2050.04,Lahore
S0553,P012,C198,2025-08-09,4,890.15,Faisalabad
S0554,P001,C208,2024-07-05,5,979.55,Faisalabad
S0555,P004,C128,2025-10-16,5,2315.07,Karachi
S0556,P006,C082,2026-02-02,1,1151.4,Karachi
S0557,P011,C068,2024-03-31,3,1618.65,Karachi
S0558,P004,C202,2025-12-10,1,2469.05,Lahore
S0559,P012,C188,2024-01-02,1,797.19,Peshawar
S0560,P003,C090,2025-02-27,4,336.13,Faisalabad
S0561,P007,C148,2024-04-13,4,2413.8,Karachi
S0562,P003,C009,2025-04-07,1,329.94,Islamabad
S0563,P001,C019,2024-11-22,3,1137.92,Islamabad
S0564,P003,C141,2025-01-19,2,324.9,Lahore
S0565,P006,C181,2025-08-31,5,1347.97,Lahore
S0566,P007,C112,2025-10-31,2,2314.02,Karachi
S0567,P001,C049,2024-04-13,3,951.39,Peshawar
S0568,P012,C073,2025-07-21,5,773.05,Islamabad
S0569,P004,C141,2024-04-08,1,2495.56,Peshawar
S0570,P003,C023,2024-02-25,3,270.29,Islamabad
S0571,P011,C025,2025-10-02,5,1632.13,Lahore
S0572,P004,C122,2024-06-23,3,2860.66,Lahore
S0573,P005,C170,2025-02-11,4,3577.96,Islamabad
S0574,P002,C095,2025-10-19,5,1495.32,Peshawar
S0575,P006,C113,2024-07-10,4,1093.39,Peshawar
S0576,P005,C039,2024-08-19,3,3643.72,Lahore
S0577,P002,C106,2025-11-15,3,1653.07,Faisalabad
S0578,P004,C210,2025-07-20,1,2775.5,Faisalabad
S0579,P007,C061,2025-07-02,4,2294.99,Peshawar
S0580,P005,C183,2024-03-21,4,3939.93,Lahore
S0581,P009,C174,2025-08-07,5,770.08,Faisalabad
S0582,P003,C043,2024-05-03,4,282.97,Karachi
S0583,P004,C175,2024-05-09,1,2514.61,Peshawar
S0584,P004,C067,2025-10-04,2,2771.32,Islamabad
S0585,P012,C102,2024-03-09,1,797.62,Faisalabad
S0586,P006,C224,2024-10-09,5,1217.45,Lahore
S0587,P012,C108,2025-09-30,5,824.51,Lahore
S0588,P007,C150,2024-06-02,2,2291.63,Lahore
S0589,P002,C223,2025-07-30,1,1644.65,Faisalabad
S0590,P006,C125,2025-02-24,3,1194.91,Faisalabad
S0591,P010,C104,2025-04-29,1,1697.49,Karachi
S0592,P010,C228,2025-09-15,4,1637.45,Islamabad
S0593,P012,C236,2024-08-31,1,869.15,Islamabad
S0594,P006,C078,2024-01-21,3,1325.22,Islamabad
S0595,P005,C059,2025-05-18,1,4000,Karachi
S0596,P005,C083,2026-01-31,4,3827.28,Islamabad
S0597,P012,C049,2025-03-02,5,849.11,Peshawar
S0598,P004,C223,2025-02-20,4,2724.68,Islamabad
S0599,P001,C182,2025-06-11,2,916.4,Faisalabad
S0600,P007,C008,2024-05-18,5,2463.63,Karachi
