product_id,competitor_name,competitor_price,recorded_date,region
P007,Competitor_A,2253.16,2025-05-18,Islamabad
P002,Competitor_C,1603.99,2024-02-14,Peshawar
P012,Competitor_C,768.03,2025-01-16,Faisalabad
P002,Competitor_B,1579.62,2025-06-01,Lahore
P010,Competitor_A,1824.26,2025-08-04,Karachi
P004,Competitor_C,2603.43,2024-10-25,Peshawar
P012,Competitor_A,821.9,2026-01-23,Karachi
P002,Competitor_B,1432.29,2024-07-26,Lahore
P003,Competitor_C,299.88,2024-04-18,Peshawar
P002,Competitor_A,1604.76,2025-07-02,Peshawar
P005,Competitor_B,3483.31,2025-04-19,Karachi
P011,Competitor_B,1606.64,2024-11-07,Islamabad
P003,Competitor_A,318.92,2024-04-03,Faisalabad
P001,Competitor_A,1047.2,2025-11-24,Lahore
P007,Competitor_C,2355.59,2025-04-08,Lahore
P008,Competitor_C,945.96,2024-04-14,Karachi
P003,Competitor_B,287.11,2024-07-21,Lahore
P010,Competitor_C,1719.64,2025-08-23,Lahore
P002,Competitor_C,1535.16,2024-07-21,Islamabad
P002,Competitor_B,1522.97,2024-02-13,Faisalabad
P007,Competitor_A,2133.81,2026-01-11,Peshawar
P003,Competitor_C,313.53,2024-12-28,Islamabad
P008,Competitor_B,968.61,2024-06-01,Karachi
P011,Competitor_C,1639.65,2024-10-29,Peshawar
P001,Competitor_A,978.87,2024-03-30,Karachi
P011,Competitor_B,1683.56,2025-06-22,Faisalabad
P001,Competitor_A,967.18,2025-01-26,Peshawar
P006,Competitor_A,1214.23,2025-08-02,Karachi
P001,Competitor_C,956.41,2024-11-22,Islamabad
P001,Competitor_B,984.13,2025-04-28,Karachi
P003,Competitor_B,304.57,2024-04-12,Faisalabad
P012,Competitor_C,773.56,2024-02-27,Peshawar
P006,Competitor_A,1215.02,2024-06-26,Islamabad
P010,Competitor_A,1824.16,2024-01-29,Karachi
P010,Competitor_C,1843.69,2024-07-11,Peshawar
P001,Competitor_C,1030.08,2024-04-02,Lahore
P009,Competitor_C,712.71,2025-05-04,Karachi
P003,Competitor_A,287.79,2024-12-14,Islamabad
P001,Competitor_B,992.04,2024-01-23,Karachi
P002,Competitor_C,1442.47,2025-06-22,Peshawar
P010,Competitor_C,1806.78,2024-04-13,Karachi
P012,Competitor_B,796.22,2025-03-23,Faisalabad
P012,Competitor_B,795.83,2025-09-20,Karachi
P007,Competitor_C,2096.92,2024-11-10,Lahore
P012,Competitor_B,777.6,2025-08-09,Faisalabad
P001,Competitor_B,1030.11,2024-07-05,Faisalabad
P004,Competitor_B,2577.53,2025-10-16,Karachi
P006,Competitor_B,1147.0,2026-02-02,Karachi
P011,Competitor_A,1561.53,2024-03-31,Karachi
P004,Competitor_B,2425.7,2025-12-10,Lahore
P012,Competitor_C,848.69,2024-01-02,Peshawar
P003,Competitor_A,313.84,2025-02-27,Faisalabad
P007,Competitor_A,2361.4,2024-04-13,Karachi
P003,Competitor_A,318.88,2025-04-07,Islamabad
P001,Competitor_B,951.79,2024-11-22,Islamabad
P003,Competitor_C,316.37,2025-01-19,Lahore
P006,Competitor_B,1210.21,2025-08-31,Lahore
P007,Competitor_A,2184.92,2025-10-31,Karachi
P001,Competitor_C,1019.94,2024-04-13,Peshawar
P012,Competitor_A,816.83,2025-07-21,Islamabad
P004,Competitor_B,2553.36,2024-04-08,Peshawar
P003,Competitor_C,313.47,2024-02-25,Islamabad
P011,Competitor_A,1664.57,2025-10-02,Lahore
P004,Competitor_C,2380.98,2024-06-23,Lahore
P005,Competitor_C,3737.25,2025-02-11,Islamabad
P002,Competitor_C,1433.48,2025-10-19,Peshawar
P006,Competitor_A,1149.38,2024-07-10,Peshawar
P005,Competitor_A,3684.08,2024-08-19,Lahore
P002,Competitor_C,1477.9,2025-11-15,Faisalabad
P004,Competitor_B,2587.8,2025-07-20,Faisalabad
P007,Competitor_A,2109.05,2025-07-02,Peshawar
P005,Competitor_C,3448.45,2024-03-21,Lahore
P009,Competitor_C,697.78,2025-08-07,Faisalabad
P003,Competitor_A,285.74,2024-05-03,Karachi
P004,Competitor_C,2500.62,2024-05-09,Peshawar
P004,Competitor_B,2540.28,2025-10-04,Islamabad
P012,Competitor_C,770.36,2024-03-09,Faisalabad
P006,Competitor_B,1215.61,2024-10-09,Lahore
P012,Competitor_C,815.28,2025-09-30,Lahore
P007,Competitor_A,2146.88,2024-06-02,Lahore
P002,Competitor_B,1534.33,2025-07-30,Faisalabad
P006,Competitor_C,1143.35,2025-02-24,Faisalabad
P010,Competitor_A,1925.81,2025-04-29,Karachi
P010,Competitor_B,1788.06,2025-09-15,Islamabad
P012,Competitor_B,837.42,2024-08-31,Islamabad
P006,Competitor_A,1194.1,2024-01-21,Islamabad
P005,Competitor_B,3486.7,2025-05-18,Karachi
P005,Competitor_B,3432.47,2026-01-31,Islamabad
P012,Competitor_C,788.69,2025-03-02,Peshawar
P004,Competitor_A,2578.38,2025-02-20,Islamabad
P001,Competitor_B,1065.75,2025-06-11,Faisalabad
P007,Competitor_A,2360.02,2024-05-18,Karachi
